SignalTime,EntryTime,Slippage_Sec,Side,Strike,EntryPrice,ExitTime,ExitPrice,ExitReason,SL_Value,Initial_SL,TP1_Hit,PnL_Points,PnL_INR,Gross_PnL,Costs
2025-06-03 13:10:00+05:30,2025-06-03 13:15:00+05:30,300,BUY_PE,24700,277.05,2025-06-03 13:25:00+05:30,252.05,SL Hit,252.05,252.05,False,-25.0,-1962.5,-1875.0,87.5
2025-06-03 13:35:00+05:30,2025-06-03 13:40:00+05:30,300,BUY_PE,24700,223.4,2025-06-03 13:45:00+05:30,231.4,Safe SL Hit,231.4,198.4,True,8.0,512.5,600.0,87.5
2025-06-03 14:45:00+05:30,2025-06-03 14:50:00+05:30,300,BUY_PE,24700,188.85,2025-06-03 15:00:00+05:30,207.6,MACD/EMA Exit,198.85,163.85,True,18.75,1318.75,1406.25,87.5
2025-06-04 10:15:00+05:30,2025-06-04 10:20:00+05:30,300,BUY_CE,24550,106.75,2025-06-04 10:25:00+05:30,114.75,Safe SL Hit,114.75,81.75,True,8.0,512.5,600.0,87.5
2025-06-04 10:40:00+05:30,2025-06-04 10:45:00+05:30,300,BUY_CE,24550,118.1,2025-06-04 13:50:00+05:30,126.1,Safe SL Hit,126.1,93.1,True,8.0,512.5,600.0,87.5
2025-06-04 13:55:00+05:30,2025-06-04 14:00:00+05:30,300,BUY_CE,24550,124.2,2025-06-04 14:05:00+05:30,134.2,Locked Profit Hit,134.2,107.21,True,10.0,662.5,750.0,87.5
2025-06-05 11:00:00+05:30,2025-06-05 11:05:00+05:30,300,BUY_CE,24650,74.45,2025-06-05 11:20:00+05:30,98.55,MACD/EMA Exit,88.68,49.45,True,24.1,1720.0,1807.5,87.5
2025-06-05 11:25:00+05:30,2025-06-05 11:30:00+05:30,300,BUY_CE,24650,93.95,2025-06-05 12:05:00+05:30,181.06,ATR Trail Hit,181.06,68.95,True,87.11,6445.75,6533.25,87.5
2025-06-05 12:10:00+05:30,2025-06-05 12:15:00+05:30,300,BUY_CE,24650,242.5,2025-06-05 12:20:00+05:30,217.5,SL Hit,217.5,217.5,False,-25.0,-1962.5,-1875.0,87.5
2025-06-05 12:40:00+05:30,2025-06-05 12:45:00+05:30,300,BUY_CE,24650,169.5,2025-06-05 12:55:00+05:30,177.5,Safe SL Hit,177.5,144.5,True,8.0,512.5,600.0,87.5
2025-06-05 13:05:00+05:30,2025-06-05 13:10:00+05:30,300,BUY_CE,24650,138.95,2025-06-05 13:30:00+05:30,113.95,SL Hit,113.95,113.95,False,-25.0,-1962.5,-1875.0,87.5
2025-06-05 14:10:00+05:30,2025-06-05 14:15:00+05:30,300,BUY_PE,24650,10.4,2025-06-05 15:25:00+05:30,0.05,EOD Exit,-5.14,-5.14,False,-10.35,-863.75,-776.25,87.5
2025-06-06 10:20:00+05:30,2025-06-06 10:25:00+05:30,300,BUY_CE,24750,204.5,2025-06-06 12:00:00+05:30,380.7,MACD/EMA Exit,379.72,179.5,True,176.2,13127.5,13215.0,87.5
2025-06-06 12:05:00+05:30,2025-06-06 12:10:00+05:30,300,BUY_CE,24750,385.8,2025-06-06 12:15:00+05:30,360.8,SL Hit,360.8,360.8,False,-25.0,-1962.5,-1875.0,87.5
2025-06-06 12:20:00+05:30,2025-06-06 12:25:00+05:30,300,BUY_CE,24750,347.25,2025-06-06 12:30:00+05:30,355.25,Safe SL Hit,355.25,322.25,True,8.0,512.5,600.0,87.5
2025-06-06 12:45:00+05:30,2025-06-06 12:50:00+05:30,300,BUY_CE,24750,340.95,2025-06-06 14:15:00+05:30,348.95,Safe SL Hit,348.95,315.95,True,8.0,512.5,600.0,87.5
2025-06-06 14:20:00+05:30,2025-06-06 14:25:00+05:30,300,BUY_CE,24750,365.5,2025-06-06 14:35:00+05:30,340.5,SL Hit,340.5,340.5,False,-25.0,-1962.5,-1875.0,87.5
2025-06-09 10:15:00+05:30,2025-06-09 10:20:00+05:30,300,BUY_CE,25100,156.3,2025-06-09 10:25:00+05:30,164.3,Safe SL Hit,164.3,131.3,True,8.0,512.5,600.0,87.5
2025-06-09 10:40:00+05:30,2025-06-09 10:45:00+05:30,300,BUY_CE,25100,167.0,2025-06-09 11:50:00+05:30,144.19,SL Hit,144.19,144.19,False,-22.81,-1798.25,-1710.75,87.5
2025-06-09 12:05:00+05:30,2025-06-09 12:10:00+05:30,300,BUY_PE,25100,136.55,2025-06-09 15:25:00+05:30,129.55,EOD Exit,122.8,122.8,False,-7.0,-612.5,-525.0,87.5
2025-06-10 10:15:00+05:30,2025-06-10 10:20:00+05:30,300,BUY_CE,25150,115.65,2025-06-10 10:50:00+05:30,90.65,SL Hit,90.65,90.65,False,-25.0,-1962.5,-1875.0,87.5
2025-06-10 11:40:00+05:30,2025-06-10 11:45:00+05:30,300,BUY_CE,25150,88.1,2025-06-10 13:20:00+05:30,76.66,SL Hit,76.66,76.66,False,-11.44,-945.5,-858.0,87.5
2025-06-10 14:40:00+05:30,2025-06-10 14:45:00+05:30,300,BUY_PE,25150,106.95,2025-06-10 15:05:00+05:30,129.86,ATR Trail Hit,129.86,96.07,True,22.91,1630.75,1718.25,87.5
2025-06-11 10:20:00+05:30,2025-06-11 10:25:00+05:30,300,BUY_CE,25150,58.05,2025-06-11 10:45:00+05:30,92.57,ATR Trail Hit,92.57,39.69,True,34.52,2501.5,2589.0,87.5
2025-06-11 10:55:00+05:30,2025-06-11 11:00:00+05:30,300,BUY_CE,25150,88.0,2025-06-11 11:05:00+05:30,96.0,Safe SL Hit,96.0,67.46,True,8.0,512.5,600.0,87.5
2025-06-11 11:10:00+05:30,2025-06-11 11:15:00+05:30,300,BUY_CE,25150,94.2,2025-06-11 11:25:00+05:30,102.2,Safe SL Hit,102.2,70.89,True,8.0,512.5,600.0,87.5
2025-06-11 11:30:00+05:30,2025-06-11 11:35:00+05:30,300,BUY_CE,25150,105.3,2025-06-11 12:05:00+05:30,115.3,Locked Profit Hit,115.3,81.11,True,10.0,662.5,750.0,87.5
2025-06-11 12:25:00+05:30,2025-06-11 12:30:00+05:30,300,BUY_CE,25150,114.15,2025-06-11 13:25:00+05:30,94.43,SL Hit,94.43,94.43,False,-19.72,-1566.5,-1479.0,87.5
2025-06-11 13:35:00+05:30,2025-06-11 13:40:00+05:30,300,BUY_PE,25150,60.25,2025-06-11 13:55:00+05:30,93.02,ATR Trail Hit,93.02,50.1,True,32.77,2370.25,2457.75,87.5
2025-06-11 14:05:00+05:30,2025-06-11 14:10:00+05:30,300,BUY_PE,25150,94.0,2025-06-11 15:25:00+05:30,90.15,EOD Exit,73.52,73.52,False,-3.85,-376.25,-288.75,87.5
2025-06-12 10:15:00+05:30,2025-06-12 10:20:00+05:30,300,BUY_PE,25050,36.35,2025-06-12 10:45:00+05:30,54.38,ATR Trail Hit,54.38,11.35,True,18.03,1264.75,1352.25,87.5
2025-06-12 10:50:00+05:30,2025-06-12 10:55:00+05:30,300,BUY_PE,25050,51.7,2025-06-12 11:10:00+05:30,59.7,Safe SL Hit,59.7,26.7,True,8.0,512.5,600.0,87.5
2025-06-12 11:30:00+05:30,2025-06-12 11:35:00+05:30,300,BUY_PE,25050,42.05,2025-06-12 11:40:00+05:30,56.6,ATR Trail Hit,56.6,17.05,True,14.55,1003.75,1091.25,87.5
2025-06-12 12:00:00+05:30,2025-06-12 12:05:00+05:30,300,BUY_PE,25050,65.75,2025-06-12 12:45:00+05:30,40.75,SL Hit,40.75,40.75,False,-25.0,-1962.5,-1875.0,87.5
2025-06-12 12:55:00+05:30,2025-06-12 13:00:00+05:30,300,BUY_PE,25050,50.2,2025-06-12 13:10:00+05:30,58.2,Safe SL Hit,58.2,25.2,True,8.0,512.5,600.0,87.5
2025-06-12 13:15:00+05:30,2025-06-12 13:20:00+05:30,300,BUY_PE,25050,41.05,2025-06-12 13:50:00+05:30,188.8,ATR Trail Hit,188.8,16.05,True,147.75,10993.75,11081.25,87.5
2025-06-12 14:00:00+05:30,2025-06-12 14:05:00+05:30,300,BUY_PE,25050,214.7,2025-06-12 14:10:00+05:30,224.7,Locked Profit Hit,224.7,189.7,True,10.0,662.5,750.0,87.5
2025-06-12 14:25:00+05:30,2025-06-12 14:30:00+05:30,300,BUY_PE,25050,194.5,2025-06-12 14:40:00+05:30,169.5,SL Hit,169.5,169.5,False,-25.0,-1962.5,-1875.0,87.5
2025-06-12 15:10:00+05:30,2025-06-12 15:15:00+05:30,300,BUY_PE,25050,158.2,2025-06-12 15:25:00+05:30,161.65,EOD Exit,133.2,133.2,False,3.45,171.25,258.75,87.5
2025-06-13 11:15:00+05:30,2025-06-13 11:20:00+05:30,300,BUY_PE,24600,165.9,2025-06-13 11:30:00+05:30,145.91,SL Hit,145.91,145.91,False,-19.99,-1586.75,-1499.25,87.5
2025-06-13 11:50:00+05:30,2025-06-13 11:55:00+05:30,300,BUY_CE,24600,226.3,2025-06-13 12:20:00+05:30,252.79,ATR Trail Hit,252.79,201.88,True,26.49,1899.25,1986.75,87.5
2025-06-13 12:25:00+05:30,2025-06-13 12:30:00+05:30,300,BUY_CE,24600,238.05,2025-06-13 13:50:00+05:30,251.38,ATR Trail Hit,251.38,213.05,True,13.33,912.25,999.75,87.5
2025-06-13 14:00:00+05:30,2025-06-13 14:05:00+05:30,300,BUY_CE,24600,231.25,2025-06-13 14:30:00+05:30,241.25,Locked Profit Hit,241.25,206.25,True,10.0,662.5,750.0,87.5
2025-06-13 14:50:00+05:30,2025-06-13 14:55:00+05:30,300,BUY_PE,24600,153.4,2025-06-13 15:00:00+05:30,161.4,Safe SL Hit,161.4,135.02,True,8.0,512.5,600.0,87.5
2025-06-13 15:05:00+05:30,2025-06-13 15:10:00+05:30,300,BUY_CE,24600,233.95,2025-06-13 15:25:00+05:30,243.95,Locked Profit Hit,243.95,212.74,True,10.0,662.5,750.0,87.5
2025-06-16 10:20:00+05:30,2025-06-16 10:25:00+05:30,300,BUY_CE,24800,136.5,2025-06-16 10:45:00+05:30,200.11,ATR Trail Hit,200.11,111.5,True,63.61,4683.25,4770.75,87.5
2025-06-16 10:55:00+05:30,2025-06-16 11:00:00+05:30,300,BUY_CE,24800,206.7,2025-06-16 11:10:00+05:30,230.56,ATR Trail Hit,230.56,181.7,True,23.86,1702.0,1789.5,87.5
2025-06-16 11:15:00+05:30,2025-06-16 11:20:00+05:30,300,BUY_CE,24800,224.25,2025-06-16 11:45:00+05:30,232.25,Safe SL Hit,232.25,199.25,True,8.0,512.5,600.0,87.5
2025-06-16 11:50:00+05:30,2025-06-16 11:55:00+05:30,300,BUY_CE,24800,222.05,2025-06-16 12:10:00+05:30,230.05,Safe SL Hit,230.05,197.05,True,8.0,512.5,600.0,87.5
2025-06-16 12:30:00+05:30,2025-06-16 12:35:00+05:30,300,BUY_CE,24800,243.9,2025-06-16 12:40:00+05:30,251.9,Safe SL Hit,251.9,218.9,True,8.0,512.5,600.0,87.5
2025-06-16 13:40:00+05:30,2025-06-16 13:45:00+05:30,300,BUY_CE,24800,244.45,2025-06-16 14:05:00+05:30,253.1,MACD/EMA Exit,252.45,219.45,True,8.65,561.25,648.75,87.5
2025-06-16 14:10:00+05:30,2025-06-16 14:15:00+05:30,300,BUY_CE,24800,254.5,2025-06-16 15:25:00+05:30,238.2,EOD Exit,229.5,229.5,False,-16.3,-1310.0,-1222.5,87.5
2025-06-17 10:50:00+05:30,2025-06-17 10:55:00+05:30,300,BUY_PE,24900,119.7,2025-06-17 12:15:00+05:30,127.7,Safe SL Hit,127.7,95.07,True,8.0,512.5,600.0,87.5
2025-06-17 12:20:00+05:30,2025-06-17 12:25:00+05:30,300,BUY_PE,24900,126.15,2025-06-17 12:55:00+05:30,158.0,ATR Trail Hit,158.0,112.15,True,31.85,2301.25,2388.75,87.5
2025-06-17 13:05:00+05:30,2025-06-17 13:10:00+05:30,300,BUY_PE,24900,140.5,2025-06-17 15:25:00+05:30,144.25,EOD Exit,118.4,118.4,False,3.75,193.75,281.25,87.5
2025-06-18 10:15:00+05:30,2025-06-18 10:20:00+05:30,300,BUY_CE,24850,137.6,2025-06-18 10:25:00+05:30,112.6,SL Hit,112.6,112.6,False,-25.0,-1962.5,-1875.0,87.5
2025-06-18 10:45:00+05:30,2025-06-18 10:50:00+05:30,300,BUY_PE,24850,90.4,2025-06-18 10:55:00+05:30,98.4,Safe SL Hit,98.4,70.54,True,8.0,512.5,600.0,87.5
2025-06-18 11:05:00+05:30,2025-06-18 11:10:00+05:30,300,BUY_PE,24850,93.5,2025-06-18 11:15:00+05:30,103.5,Locked Profit Hit,103.5,71.72,True,10.0,662.5,750.0,87.5
2025-06-18 11:20:00+05:30,2025-06-18 11:25:00+05:30,300,BUY_PE,24850,109.5,2025-06-18 11:35:00+05:30,132.36,ATR Trail Hit,132.36,84.5,True,22.86,1627.0,1714.5,87.5
2025-06-18 11:45:00+05:30,2025-06-18 11:50:00+05:30,300,BUY_PE,24850,114.85,2025-06-18 12:00:00+05:30,124.85,Locked Profit Hit,124.85,89.85,True,10.0,662.5,750.0,87.5
2025-06-18 12:10:00+05:30,2025-06-18 12:15:00+05:30,300,BUY_PE,24850,100.1,2025-06-18 12:20:00+05:30,114.35,MACD/EMA Exit,110.1,75.1,True,14.25,981.25,1068.75,87.5
2025-06-18 12:25:00+05:30,2025-06-18 12:30:00+05:30,300,BUY_PE,24850,119.45,2025-06-18 12:50:00+05:30,129.45,Locked Profit Hit,129.45,94.45,True,10.0,662.5,750.0,87.5
2025-06-18 12:55:00+05:30,2025-06-18 13:00:00+05:30,300,BUY_PE,24850,129.15,2025-06-18 13:35:00+05:30,104.15,SL Hit,104.15,104.15,False,-25.0,-1962.5,-1875.0,87.5
2025-06-18 13:45:00+05:30,2025-06-18 13:50:00+05:30,300,BUY_PE,24850,123.4,2025-06-18 14:25:00+05:30,131.4,Safe SL Hit,131.4,101.64,True,8.0,512.5,600.0,87.5
2025-06-18 14:45:00+05:30,2025-06-18 14:50:00+05:30,300,BUY_CE,24850,64.45,2025-06-18 15:25:00+05:30,52.3,SL Hit,52.3,52.3,False,-12.15,-998.75,-911.25,87.5
2025-06-19 10:15:00+05:30,2025-06-19 10:20:00+05:30,300,BUY_CE,24750,106.05,2025-06-19 10:30:00+05:30,81.05,SL Hit,81.05,81.05,False,-25.0,-1962.5,-1875.0,87.5
2025-06-19 11:25:00+05:30,2025-06-19 11:30:00+05:30,300,BUY_PE,24750,13.35,2025-06-19 13:05:00+05:30,7.1,SL Hit,7.1,7.1,False,-6.25,-556.25,-468.75,87.5
2025-06-19 13:15:00+05:30,2025-06-19 13:20:00+05:30,300,BUY_PE,24750,7.3,2025-06-19 14:20:00+05:30,2.14,SL Hit,2.14,2.14,False,-5.16,-474.5,-387.0,87.5
2025-06-19 14:35:00+05:30,2025-06-19 14:40:00+05:30,300,BUY_CE,24750,79.4,2025-06-19 15:05:00+05:30,54.4,SL Hit,54.4,54.4,False,-25.0,-1962.5,-1875.0,87.5
2025-06-20 10:15:00+05:30,2025-06-20 10:20:00+05:30,300,BUY_CE,24850,256.05,2025-06-20 10:35:00+05:30,305.78,ATR Trail Hit,305.78,231.05,True,49.73,3642.25,3729.75,87.5
2025-06-20 10:50:00+05:30,2025-06-20 10:55:00+05:30,300,BUY_CE,24850,308.3,2025-06-20 11:35:00+05:30,323.15,MACD/EMA Exit,318.3,283.3,True,14.85,1026.25,1113.75,87.5
2025-06-20 11:50:00+05:30,2025-06-20 11:55:00+05:30,300,BUY_CE,24850,317.2,2025-06-20 12:20:00+05:30,292.2,SL Hit,292.2,292.2,False,-25.0,-1962.5,-1875.0,87.5
2025-06-20 12:40:00+05:30,2025-06-20 12:45:00+05:30,300,BUY_CE,24850,282.85,2025-06-20 12:50:00+05:30,303.65,MACD/EMA Exit,292.85,257.85,True,20.8,1472.5,1560.0,87.5
2025-06-20 13:25:00+05:30,2025-06-20 13:30:00+05:30,300,BUY_CE,24850,340.15,2025-06-20 15:10:00+05:30,350.15,Locked Profit Hit,350.15,315.15,True,10.0,662.5,750.0,87.5
2025-06-23 10:50:00+05:30,2025-06-23 10:55:00+05:30,300,BUY_PE,24950,159.75,2025-06-23 12:40:00+05:30,134.75,SL Hit,134.75,134.75,False,-25.0,-1962.5,-1875.0,87.5
2025-06-23 13:15:00+05:30,2025-06-23 13:20:00+05:30,300,BUY_CE,24950,159.2,2025-06-23 13:25:00+05:30,198.38,ATR Trail Hit,198.38,135.95,True,39.18,2851.0,2938.5,87.5
2025-06-23 13:40:00+05:30,2025-06-23 13:45:00+05:30,300,BUY_CE,24950,194.7,2025-06-23 14:05:00+05:30,220.61,ATR Trail Hit,220.61,169.7,True,25.91,1855.75,1943.25,87.5
2025-06-24 10:15:00+05:30,2025-06-24 10:20:00+05:30,300,BUY_CE,25200,154.5,2025-06-24 10:30:00+05:30,162.5,Safe SL Hit,162.5,129.5,True,8.0,512.5,600.0,87.5
2025-06-24 10:45:00+05:30,2025-06-24 10:50:00+05:30,300,BUY_CE,25200,134.85,2025-06-24 10:55:00+05:30,149.95,MACD/EMA Exit,144.85,109.85,True,15.1,1045.0,1132.5,87.5
2025-06-24 11:00:00+05:30,2025-06-24 11:05:00+05:30,300,BUY_CE,25200,159.35,2025-06-24 11:10:00+05:30,174.65,MACD/EMA Exit,169.35,134.35,True,15.3,1060.0,1147.5,87.5
2025-06-24 11:15:00+05:30,2025-06-24 11:20:00+05:30,300,BUY_CE,25200,170.05,2025-06-24 11:25:00+05:30,184.9,MACD/EMA Exit,180.05,145.05,True,14.85,1026.25,1113.75,87.5
2025-06-24 11:30:00+05:30,2025-06-24 11:35:00+05:30,300,BUY_CE,25200,180.85,2025-06-24 11:40:00+05:30,192.6,MACD/EMA Exit,188.85,155.85,True,11.75,793.75,881.25,87.5
2025-06-24 11:50:00+05:30,2025-06-24 11:55:00+05:30,300,BUY_CE,25200,188.9,2025-06-24 12:00:00+05:30,203.25,MACD/EMA Exit,198.9,163.9,True,14.35,988.75,1076.25,87.5
2025-06-24 12:15:00+05:30,2025-06-24 12:20:00+05:30,300,BUY_CE,25200,190.35,2025-06-24 12:40:00+05:30,165.35,SL Hit,165.35,165.35,False,-25.0,-1962.5,-1875.0,87.5
2025-06-24 12:50:00+05:30,2025-06-24 12:55:00+05:30,300,BUY_CE,25200,180.05,2025-06-24 13:00:00+05:30,155.05,SL Hit,155.05,155.05,False,-25.0,-1962.5,-1875.0,87.5
2025-06-24 13:05:00+05:30,2025-06-24 13:10:00+05:30,300,BUY_PE,25200,79.1,2025-06-24 13:45:00+05:30,193.66,ATR Trail Hit,193.66,54.1,True,114.56,8504.5,8592.0,87.5
2025-06-24 13:55:00+05:30,2025-06-24 14:00:00+05:30,300,BUY_PE,25200,150.35,2025-06-24 14:10:00+05:30,183.29,ATR Trail Hit,183.29,125.35,True,32.94,2383.0,2470.5,87.5
2025-06-24 14:15:00+05:30,2025-06-24 14:20:00+05:30,300,BUY_PE,25200,174.15,2025-06-24 14:25:00+05:30,184.15,Locked Profit Hit,184.15,149.15,True,10.0,662.5,750.0,87.5
2025-06-25 10:15:00+05:30,2025-06-25 10:20:00+05:30,300,BUY_CE,25150,123.05,2025-06-25 10:25:00+05:30,133.05,Locked Profit Hit,133.05,98.05,True,10.0,662.5,750.0,87.5
2025-06-25 10:35:00+05:30,2025-06-25 10:40:00+05:30,300,BUY_CE,25150,129.95,2025-06-25 10:55:00+05:30,137.95,Safe SL Hit,137.95,104.95,True,8.0,512.5,600.0,87.5
2025-06-25 11:20:00+05:30,2025-06-25 11:25:00+05:30,300,BUY_CE,25150,133.9,2025-06-25 12:15:00+05:30,109.57,SL Hit,109.57,109.57,False,-24.33,-1912.25,-1824.75,87.5
2025-06-25 12:25:00+05:30,2025-06-25 12:30:00+05:30,300,BUY_CE,25150,124.25,2025-06-25 12:35:00+05:30,132.25,Safe SL Hit,132.25,102.84,True,8.0,512.5,600.0,87.5
2025-06-25 12:40:00+05:30,2025-06-25 12:45:00+05:30,300,BUY_CE,25150,124.85,2025-06-25 13:15:00+05:30,149.88,ATR Trail Hit,149.88,101.41,True,25.03,1789.75,1877.25,87.5
2025-06-25 13:20:00+05:30,2025-06-25 13:25:00+05:30,300,BUY_CE,25150,160.9,2025-06-25 13:30:00+05:30,170.9,Locked Profit Hit,170.9,135.9,True,10.0,662.5,750.0,87.5
2025-06-25 13:35:00+05:30,2025-06-25 13:40:00+05:30,300,BUY_CE,25150,155.9,2025-06-25 13:45:00+05:30,163.9,Safe SL Hit,163.9,130.9,True,8.0,512.5,600.0,87.5
2025-06-25 14:05:00+05:30,2025-06-25 14:10:00+05:30,300,BUY_CE,25150,150.15,2025-06-25 14:15:00+05:30,158.15,Safe SL Hit,158.15,125.15,True,8.0,512.5,600.0,87.5
2025-06-25 14:25:00+05:30,2025-06-25 14:30:00+05:30,300,BUY_CE,25150,160.5,2025-06-25 15:05:00+05:30,135.5,SL Hit,135.5,135.5,False,-25.0,-1962.5,-1875.0,87.5
2025-06-26 10:25:00+05:30,2025-06-26 10:30:00+05:30,300,BUY_CE,25400,56.2,2025-06-26 12:00:00+05:30,64.2,Safe SL Hit,64.2,31.2,True,8.0,512.5,600.0,87.5
2025-06-26 12:05:00+05:30,2025-06-26 12:10:00+05:30,300,BUY_CE,25400,57.6,2025-06-26 12:15:00+05:30,67.6,Locked Profit Hit,67.6,32.6,True,10.0,662.5,750.0,87.5
2025-06-26 12:25:00+05:30,2025-06-26 12:30:00+05:30,300,BUY_CE,25400,69.75,2025-06-26 13:20:00+05:30,92.4,ATR Trail Hit,92.4,44.75,True,22.65,1611.25,1698.75,87.5
2025-06-26 13:30:00+05:30,2025-06-26 13:35:00+05:30,300,BUY_CE,25400,73.25,2025-06-26 13:45:00+05:30,105.26,ATR Trail Hit,105.26,48.25,True,32.01,2313.25,2400.75,87.5
2025-06-26 13:50:00+05:30,2025-06-26 13:55:00+05:30,300,BUY_CE,25400,121.2,2025-06-26 14:00:00+05:30,138.33,ATR Trail Hit,138.33,96.2,True,17.13,1197.25,1284.75,87.5
2025-06-26 14:15:00+05:30,2025-06-26 14:20:00+05:30,300,BUY_CE,25400,139.45,2025-06-26 14:30:00+05:30,114.45,SL Hit,114.45,114.45,False,-25.0,-1962.5,-1875.0,87.5
2025-06-26 14:55:00+05:30,2025-06-26 15:00:00+05:30,300,BUY_CE,25400,145.6,2025-06-26 15:05:00+05:30,153.6,Safe SL Hit,153.6,120.6,True,8.0,512.5,600.0,87.5
2025-06-27 10:45:00+05:30,2025-06-27 10:50:00+05:30,300,BUY_CE,25600,156.1,2025-06-27 10:55:00+05:30,166.1,Locked Profit Hit,166.1,132.51,True,10.0,662.5,750.0,87.5
2025-06-27 11:05:00+05:30,2025-06-27 11:10:00+05:30,300,BUY_CE,25600,166.5,2025-06-27 12:15:00+05:30,180.35,MACD/EMA Exit,176.5,145.41,True,13.85,951.25,1038.75,87.5
2025-06-27 12:20:00+05:30,2025-06-27 12:25:00+05:30,300,BUY_CE,25600,171.85,2025-06-27 12:40:00+05:30,181.85,Locked Profit Hit,181.85,155.1,True,10.0,662.5,750.0,87.5
2025-06-27 12:45:00+05:30,2025-06-27 12:50:00+05:30,300,BUY_CE,25600,182.8,2025-06-27 12:55:00+05:30,190.8,Safe SL Hit,190.8,164.85,True,8.0,512.5,600.0,87.5
2025-06-27 13:25:00+05:30,2025-06-27 13:30:00+05:30,300,BUY_CE,25600,173.5,2025-06-27 15:25:00+05:30,170.0,EOD Exit,155.67,155.67,False,-3.5,-350.0,-262.5,87.5
2025-06-30 10:20:00+05:30,2025-06-30 10:25:00+05:30,300,BUY_PE,25600,133.05,2025-06-30 11:15:00+05:30,143.3,MACD/EMA Exit,141.05,108.05,True,10.25,681.25,768.75,87.5
2025-06-30 11:20:00+05:30,2025-06-30 11:25:00+05:30,300,BUY_PE,25600,132.3,2025-06-30 12:35:00+05:30,144.5,MACD/EMA Exit,140.3,113.18,True,12.2,827.5,915.0,87.5
2025-06-30 12:55:00+05:30,2025-06-30 13:00:00+05:30,300,BUY_PE,25600,162.45,2025-06-30 13:15:00+05:30,185.59,ATR Trail Hit,185.59,142.14,True,23.14,1648.0,1735.5,87.5
2025-06-30 13:25:00+05:30,2025-06-30 13:30:00+05:30,300,BUY_PE,25600,178.35,2025-06-30 13:35:00+05:30,186.35,Safe SL Hit,186.35,153.35,True,8.0,512.5,600.0,87.5
2025-06-30 13:40:00+05:30,2025-06-30 13:45:00+05:30,300,BUY_PE,25600,185.75,2025-06-30 13:50:00+05:30,195.75,Locked Profit Hit,195.75,160.75,True,10.0,662.5,750.0,87.5
2025-06-30 14:00:00+05:30,2025-06-30 14:05:00+05:30,300,BUY_PE,25600,196.7,2025-06-30 15:05:00+05:30,171.7,SL Hit,171.7,171.7,False,-25.0,-1962.5,-1875.0,87.5
2025-07-01 10:25:00+05:30,2025-07-01 10:30:00+05:30,300,BUY_CE,25550,113.65,2025-07-01 15:25:00+05:30,92.55,EOD Exit,90.54,90.54,False,-21.1,-1670.0,-1582.5,87.5
2025-07-02 10:15:00+05:30,2025-07-02 10:20:00+05:30,300,BUY_PE,25600,119.95,2025-07-02 11:25:00+05:30,146.61,ATR Trail Hit,146.61,94.95,True,26.66,1912.0,1999.5,87.5
2025-07-02 11:30:00+05:30,2025-07-02 11:35:00+05:30,300,BUY_PE,25600,149.85,2025-07-02 13:30:00+05:30,213.4,ATR Trail Hit,213.4,128.64,True,63.55,4678.75,4766.25,87.5
2025-07-02 13:40:00+05:30,2025-07-02 13:45:00+05:30,300,BUY_PE,25600,212.7,2025-07-02 14:15:00+05:30,187.7,SL Hit,187.7,187.7,False,-25.0,-1962.5,-1875.0,87.5
2025-07-02 14:25:00+05:30,2025-07-02 14:30:00+05:30,300,BUY_PE,25600,200.85,2025-07-02 14:35:00+05:30,210.15,MACD/EMA Exit,208.85,175.85,True,9.3,610.0,697.5,87.5
2025-07-03 10:15:00+05:30,2025-07-03 10:20:00+05:30,300,BUY_CE,25500,60.75,2025-07-03 10:25:00+05:30,70.75,Locked Profit Hit,70.75,35.75,True,10.0,662.5,750.0,87.5
2025-07-03 10:30:00+05:30,2025-07-03 10:35:00+05:30,300,BUY_CE,25500,72.7,2025-07-03 10:55:00+05:30,47.7,SL Hit,47.7,47.7,False,-25.0,-1962.5,-1875.0,87.5
2025-07-03 13:00:00+05:30,2025-07-03 13:05:00+05:30,300,BUY_PE,25500,32.95,2025-07-03 13:15:00+05:30,49.56,ATR Trail Hit,49.56,13.78,True,16.61,1158.25,1245.75,87.5
2025-07-03 13:35:00+05:30,2025-07-03 13:40:00+05:30,300,BUY_CE,25500,92.65,2025-07-03 13:45:00+05:30,100.65,Safe SL Hit,100.65,67.65,True,8.0,512.5,600.0,87.5
2025-07-03 13:50:00+05:30,2025-07-03 13:55:00+05:30,300,BUY_PE,25500,35.25,2025-07-03 14:00:00+05:30,43.25,Safe SL Hit,43.25,10.25,True,8.0,512.5,600.0,87.5
2025-07-03 14:05:00+05:30,2025-07-03 14:10:00+05:30,300,BUY_PE,25500,38.15,2025-07-03 14:20:00+05:30,48.15,Locked Profit Hit,48.15,13.15,True,10.0,662.5,750.0,87.5
2025-07-03 14:25:00+05:30,2025-07-03 14:30:00+05:30,300,BUY_PE,25500,67.25,2025-07-03 14:35:00+05:30,113.92,ATR Trail Hit,113.92,42.25,True,46.67,3412.75,3500.25,87.5
2025-07-03 14:40:00+05:30,2025-07-03 14:45:00+05:30,300,BUY_PE,25500,97.8,2025-07-03 14:50:00+05:30,105.8,Safe SL Hit,105.8,72.8,True,8.0,512.5,600.0,87.5
2025-07-04 10:15:00+05:30,2025-07-04 10:20:00+05:30,300,BUY_PE,25400,138.25,2025-07-04 12:05:00+05:30,163.47,ATR Trail Hit,163.47,113.25,True,25.22,1804.0,1891.5,87.5
