timestamp,open,high,low,close,volume,oi,datetime,date,instrument_type,strike_price,expiry_date,instrument_key,trading_day,is_expired
2025-09-29T09:15:00+05:30,61.6,87.0,61.6,67.65,14351925,7620000,2025-09-29 09:15:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:15:00+05:30,89.05,91.7,62.5,84.2,13354350,4082775,2025-09-29 09:15:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:20:00+05:30,67.65,77.45,65.45,74.05,12153300,9441000,2025-09-29 09:20:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:20:00+05:30,84.15,85.7,69.05,69.7,7894200,5310750,2025-09-29 09:20:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:25:00+05:30,74.15,77.6,64.8,76.75,9181125,10023525,2025-09-29 09:25:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:25:00+05:30,69.85,83.0,65.55,66.6,6456300,5716275,2025-09-29 09:25:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:30:00+05:30,76.55,83.0,69.45,82.6,13605150,10444500,2025-09-29 09:30:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:30:00+05:30,66.45,70.65,55.0,55.45,8225175,6869775,2025-09-29 09:30:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:35:00+05:30,82.55,88.8,80.0,83.4,12916050,9871875,2025-09-29 09:35:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:35:00+05:30,55.4,57.95,48.9,51.45,8566275,8619075,2025-09-29 09:35:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:40:00+05:30,83.4,94.8,80.0,92.45,11511225,9980700,2025-09-29 09:40:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:40:00+05:30,51.6,54.65,46.15,47.8,7680225,9917775,2025-09-29 09:40:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:45:00+05:30,92.4,96.9,88.0,90.5,9706050,10196550,2025-09-29 09:45:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:45:00+05:30,47.9,51.85,45.5,49.85,7536750,10461600,2025-09-29 09:45:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:50:00+05:30,90.5,100.9,86.15,98.8,11669625,10250250,2025-09-29 09:50:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:50:00+05:30,49.95,53.3,42.25,43.25,8881200,11239425,2025-09-29 09:50:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T09:55:00+05:30,98.6,104.7,97.75,97.95,9284775,9288000,2025-09-29 09:55:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T09:55:00+05:30,43.15,43.65,38.6,42.5,10787100,13671375,2025-09-29 09:55:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:00:00+05:30,97.85,104.85,94.0,97.15,6986400,9266775,2025-09-29 10:00:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:00:00+05:30,42.45,46.0,39.4,45.25,6800325,13983300,2025-09-29 10:00:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:05:00+05:30,97.0,99.8,90.4,92.95,6086925,9120150,2025-09-29 10:05:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:05:00+05:30,45.25,49.65,42.4,48.7,10480350,14201100,2025-09-29 10:05:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:10:00+05:30,92.9,103.5,92.65,101.75,6081675,9237300,2025-09-29 10:10:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:10:00+05:30,48.85,48.85,40.6,41.85,6866775,14578050,2025-09-29 10:10:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:15:00+05:30,101.75,125.0,98.25,122.85,11022525,7803000,2025-09-29 10:15:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:15:00+05:30,41.85,44.1,34.25,34.65,12585975,14550525,2025-09-29 10:15:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:20:00+05:30,122.7,127.2,115.05,121.55,7124625,6216075,2025-09-29 10:20:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:20:00+05:30,34.55,36.9,33.3,34.85,8236275,14284500,2025-09-29 10:20:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:25:00+05:30,121.6,122.0,108.0,111.05,3913425,6197625,2025-09-29 10:25:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:25:00+05:30,34.75,41.8,34.75,39.05,8186025,14268150,2025-09-29 10:25:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:30:00+05:30,111.0,115.0,104.7,112.35,4677525,6675375,2025-09-29 10:30:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:30:00+05:30,39.25,42.65,36.7,38.15,7531200,14685075,2025-09-29 10:30:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:35:00+05:30,112.65,114.8,99.05,103.1,4698750,7038750,2025-09-29 10:35:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:35:00+05:30,38.1,46.8,37.1,43.65,9994650,14649375,2025-09-29 10:35:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:40:00+05:30,102.9,106.0,97.7,104.6,4101000,7687725,2025-09-29 10:40:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:40:00+05:30,43.7,47.15,39.5,41.0,8091900,14750175,2025-09-29 10:40:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:45:00+05:30,104.4,108.95,92.6,95.7,5636925,7368450,2025-09-29 10:45:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:45:00+05:30,41.0,48.45,37.9,47.75,9110700,15286650,2025-09-29 10:45:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:50:00+05:30,95.8,100.15,86.6,86.75,5200725,7805625,2025-09-29 10:50:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:50:00+05:30,47.65,53.0,42.85,52.85,11298300,15456375,2025-09-29 10:50:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T10:55:00+05:30,86.75,94.8,81.85,94.5,7153050,8322375,2025-09-29 10:55:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
2025-09-29T10:55:00+05:30,52.9,58.0,45.15,45.35,15750675,14564925,2025-09-29 10:55:00+05:30,2025-09-29,PE,24750,2025-09-30,NSE_FO|60464|30-09-2025,2025-09-29,False
2025-09-29T11:00:00+05:30,94.3,100.7,92.6,100.35,5127975,8820225,2025-09-29 11:00:00+05:30,2025-09-29,CE,24750,2025-09-30,NSE_FO|60461|30-09-2025,2025-09-29,False
