EntryTime,Side,EntryPrice,ExitTime,ExitPrice,Reason,Exit_SL_Value,PnL_Points,PnL_INR
2025-10-07 09:30:00+05:30,BUY_CE,25118.55,2025-10-07 10:30:00+05:30,25172.0,MACD/EMA Exit,25131.55,53.45,4008.75
2025-10-07 11:15:00+05:30,SELL_PE,25140.9,2025-10-07 11:25:00+05:30,25127.9,SL Hit,25127.9,13.0,975.0
2025-10-07 12:00:00+05:30,BUY_CE,25154.25,2025-10-07 12:10:00+05:30,25167.25,SL Hit,25167.25,13.0,975.0
2025-10-07 12:15:00+05:30,BUY_CE,25148.1,2025-10-07 12:30:00+05:30,25161.1,SL Hit,25161.1,13.0,975.0
2025-10-07 12:35:00+05:30,BUY_CE,25165.0,2025-10-07 13:30:00+05:30,25178.0,SL Hit,25178.0,13.0,975.0
2025-10-07 13:45:00+05:30,BUY_CE,25206.5,2025-10-07 14:25:00+05:30,25181.73,SL Hit,25181.73,-24.77,-1857.75
2025-10-07 14:30:00+05:30,SELL_PE,25158.3,2025-10-07 14:45:00+05:30,25145.3,SL Hit,25145.3,13.0,975.0
2025-10-07 15:05:00+05:30,SELL_PE,25111.25,2025-10-07 15:15:00+05:30,25098.25,SL Hit,25098.25,13.0,975.0
2025-10-08 09:30:00+05:30,BUY_CE,25159.85,2025-10-08 09:30:00+05:30,25172.85,SL Hit,25172.85,13.0,975.0
2025-10-08 09:35:00+05:30,BUY_CE,25180.15,2025-10-08 10:20:00+05:30,25137.66,SL Hit,25137.66,-42.49,-3186.75
2025-10-08 10:30:00+05:30,SELL_PE,25125.3,2025-10-08 11:55:00+05:30,25051.05,MACD/EMA Exit,25112.3,74.25,5568.75
2025-10-08 12:25:00+05:30,SELL_PE,25025.8,2025-10-08 12:25:00+05:30,25012.8,SL Hit,25012.8,13.0,975.0
2025-10-08 12:30:00+05:30,SELL_PE,25021.8,2025-10-08 12:45:00+05:30,25047.91,SL Hit,25047.91,-26.11,-1958.25
2025-10-08 12:50:00+05:30,BUY_CE,25074.35,2025-10-08 14:05:00+05:30,25087.35,SL Hit,25087.35,13.0,975.0
2025-10-08 14:10:00+05:30,SELL_PE,25070.3,2025-10-08 14:10:00+05:30,25057.3,SL Hit,25057.3,13.0,975.0
2025-10-08 14:15:00+05:30,SELL_PE,25077.1,2025-10-08 14:20:00+05:30,25064.1,SL Hit,25064.1,13.0,975.0
2025-10-08 14:25:00+05:30,SELL_PE,25063.15,2025-10-08 14:50:00+05:30,25050.15,SL Hit,25050.15,13.0,975.0
2025-10-08 15:00:00+05:30,SELL_PE,25059.5,2025-10-08 15:25:00+05:30,25023.8,EOD Exit,25046.5,35.7,2677.5
2025-10-09 09:30:00+05:30,BUY_CE,25091.1,2025-10-09 09:30:00+05:30,25104.1,SL Hit,25104.1,13.0,975.0
2025-10-09 09:35:00+05:30,BUY_CE,25097.75,2025-10-09 09:55:00+05:30,25058.31,SL Hit,25058.31,-39.44,-2958.0
2025-10-09 10:00:00+05:30,SELL_PE,25054.75,2025-10-09 10:00:00+05:30,25041.75,SL Hit,25041.75,13.0,975.0
2025-10-09 10:05:00+05:30,SELL_PE,25042.9,2025-10-09 10:10:00+05:30,25029.9,SL Hit,25029.9,13.0,975.0
2025-10-09 10:25:00+05:30,BUY_CE,25078.45,2025-10-09 10:50:00+05:30,25091.45,SL Hit,25091.45,13.0,975.0
2025-10-09 11:00:00+05:30,BUY_CE,25119.0,2025-10-09 12:00:00+05:30,25140.5,MACD/EMA Exit,25132.0,21.5,1612.5
2025-10-09 14:00:00+05:30,BUY_CE,25174.0,2025-10-09 14:10:00+05:30,25149.99,SL Hit,25149.99,-24.01,-1800.75
2025-10-09 14:15:00+05:30,SELL_PE,25130.8,2025-10-09 14:50:00+05:30,25158.78,SL Hit,25158.78,-27.98,-2098.5
2025-10-09 15:00:00+05:30,BUY_CE,25182.25,2025-10-09 15:10:00+05:30,25195.25,SL Hit,25195.25,13.0,975.0
2025-10-10 09:30:00+05:30,BUY_CE,25250.4,2025-10-10 10:05:00+05:30,25263.4,SL Hit,25263.4,13.0,975.0
2025-10-10 14:55:00+05:30,BUY_CE,25304.35,2025-10-10 15:00:00+05:30,25280.63,SL Hit,25280.63,-23.72,-1779.0
2025-10-13 09:30:00+05:30,SELL_PE,25163.35,2025-10-13 09:40:00+05:30,25203.72,SL Hit,25203.72,-40.37,-3027.75
2025-10-13 11:00:00+05:30,SELL_PE,25194.85,2025-10-13 11:15:00+05:30,25178.45,MACD/EMA Exit,25181.85,16.4,1230.0
2025-10-13 11:20:00+05:30,SELL_PE,25164.9,2025-10-13 11:45:00+05:30,25189.23,SL Hit,25189.23,-24.33,-1824.75
2025-10-13 14:25:00+05:30,BUY_CE,25251.4,2025-10-13 14:25:00+05:30,25264.4,SL Hit,25264.4,13.0,975.0
2025-10-13 14:30:00+05:30,BUY_CE,25247.3,2025-10-13 15:25:00+05:30,25237.15,EOD Exit,25214.67,-10.15,-761.25
2025-10-14 09:40:00+05:30,SELL_PE,25236.85,2025-10-14 09:50:00+05:30,25223.85,SL Hit,25223.85,13.0,975.0
2025-10-14 09:55:00+05:30,SELL_PE,25207.55,2025-10-14 10:00:00+05:30,25194.55,SL Hit,25194.55,13.0,975.0
2025-10-14 10:05:00+05:30,SELL_PE,25195.0,2025-10-14 10:05:00+05:30,25182.0,SL Hit,25182.0,13.0,975.0
2025-10-14 11:00:00+05:30,SELL_PE,25192.3,2025-10-14 12:00:00+05:30,25155.65,MACD/EMA Exit,25179.3,36.65,2748.75
2025-10-14 12:10:00+05:30,SELL_PE,25118.35,2025-10-14 12:10:00+05:30,25105.35,SL Hit,25105.35,13.0,975.0
2025-10-14 12:40:00+05:30,SELL_PE,25066.3,2025-10-14 13:25:00+05:30,25100.8,SL Hit,25100.8,-34.5,-2587.5
2025-10-14 13:35:00+05:30,BUY_CE,25122.7,2025-10-14 13:35:00+05:30,25135.7,SL Hit,25135.7,13.0,975.0
2025-10-14 13:40:00+05:30,BUY_CE,25121.8,2025-10-14 13:45:00+05:30,25134.8,SL Hit,25134.8,13.0,975.0
2025-10-14 14:35:00+05:30,BUY_CE,25169.25,2025-10-14 14:35:00+05:30,25182.25,SL Hit,25182.25,13.0,975.0
2025-10-14 14:40:00+05:30,BUY_CE,25178.65,2025-10-14 15:20:00+05:30,25138.03,SL Hit,25138.03,-40.62,-3046.5
2025-10-15 09:30:00+05:30,BUY_CE,25253.5,2025-10-15 11:10:00+05:30,25292.6,MACD/EMA Exit,25266.5,39.1,2932.5
2025-10-15 13:00:00+05:30,BUY_CE,25331.8,2025-10-15 13:20:00+05:30,25344.8,SL Hit,25344.8,13.0,975.0
2025-10-15 13:25:00+05:30,BUY_CE,25349.0,2025-10-15 13:35:00+05:30,25362.0,SL Hit,25362.0,13.0,975.0
2025-10-15 14:10:00+05:30,SELL_PE,25326.9,2025-10-15 14:55:00+05:30,25313.9,SL Hit,25313.9,13.0,975.0
2025-10-16 09:30:00+05:30,BUY_CE,25433.35,2025-10-16 09:55:00+05:30,25446.35,SL Hit,25446.35,13.0,975.0
2025-10-16 12:15:00+05:30,BUY_CE,25479.05,2025-10-16 12:20:00+05:30,25492.05,SL Hit,25492.05,13.0,975.0
2025-10-16 12:25:00+05:30,BUY_CE,25496.0,2025-10-16 12:40:00+05:30,25509.0,SL Hit,25509.0,13.0,975.0
2025-10-16 14:00:00+05:30,BUY_CE,25553.85,2025-10-16 14:10:00+05:30,25566.85,SL Hit,25566.85,13.0,975.0
2025-10-16 14:25:00+05:30,BUY_CE,25581.25,2025-10-16 14:45:00+05:30,25594.25,SL Hit,25594.25,13.0,975.0
2025-10-17 09:30:00+05:30,BUY_CE,25606.9,2025-10-17 09:40:00+05:30,25619.9,SL Hit,25619.9,13.0,975.0
2025-10-17 10:00:00+05:30,BUY_CE,25618.75,2025-10-17 11:40:00+05:30,25743.35,MACD/EMA Exit,25631.75,124.6,9345.0
2025-10-17 12:25:00+05:30,BUY_CE,25776.75,2025-10-17 12:45:00+05:30,25745.07,SL Hit,25745.07,-31.68,-2376.0
2025-10-17 12:50:00+05:30,SELL_PE,25698.45,2025-10-17 13:20:00+05:30,25685.45,SL Hit,25685.45,13.0,975.0
2025-10-17 13:35:00+05:30,SELL_PE,25642.6,2025-10-17 13:35:00+05:30,25629.6,SL Hit,25629.6,13.0,975.0
2025-10-17 14:35:00+05:30,BUY_CE,25729.45,2025-10-17 14:45:00+05:30,25742.45,SL Hit,25742.45,13.0,975.0
2025-10-20 09:30:00+05:30,BUY_CE,25872.7,2025-10-20 09:30:00+05:30,25885.7,SL Hit,25885.7,13.0,975.0
2025-10-20 10:50:00+05:30,BUY_CE,25879.6,2025-10-20 13:15:00+05:30,25892.6,SL Hit,25892.6,13.0,975.0
2025-10-20 13:50:00+05:30,SELL_PE,25856.5,2025-10-20 13:50:00+05:30,25843.5,SL Hit,25843.5,13.0,975.0
2025-10-20 13:55:00+05:30,SELL_PE,25854.4,2025-10-20 14:15:00+05:30,25841.4,SL Hit,25841.4,13.0,975.0
2025-10-20 14:20:00+05:30,SELL_PE,25830.85,2025-10-20 14:30:00+05:30,25817.85,SL Hit,25817.85,13.0,975.0
2025-10-20 15:05:00+05:30,BUY_CE,25850.1,2025-10-20 15:25:00+05:30,25850.7,EOD Exit,25811.92,0.6,45.0
2025-10-21 13:45:00+05:30,BUY_CE,25903.25,2025-10-21 13:45:00+05:30,25916.25,SL Hit,25916.25,13.0,975.0
2025-10-21 13:50:00+05:30,BUY_CE,25901.15,2025-10-21 14:35:00+05:30,25858.63,SL Hit,25858.63,-42.52,-3189.0
2025-10-21 14:40:00+05:30,SELL_PE,25833.3,2025-10-23 09:15:00+05:30,25868.74,SL Hit,25868.74,-35.44,-2658.0
2025-10-23 09:30:00+05:30,BUY_CE,26078.3,2025-10-23 09:35:00+05:30,26091.3,SL Hit,26091.3,13.0,975.0
2025-10-23 11:15:00+05:30,BUY_CE,26054.15,2025-10-23 11:45:00+05:30,26068.55,MACD/EMA Exit,26067.15,14.4,1080.0
2025-10-23 12:25:00+05:30,BUY_CE,26086.15,2025-10-23 12:45:00+05:30,26099.15,SL Hit,26099.15,13.0,975.0
2025-10-23 13:00:00+05:30,SELL_PE,26048.45,2025-10-23 13:15:00+05:30,26074.54,SL Hit,26074.54,-26.09,-1956.75
2025-10-23 13:25:00+05:30,SELL_PE,26047.7,2025-10-23 14:50:00+05:30,25967.5,MACD/EMA Exit,26034.7,80.2,6015.0
2025-10-23 15:00:00+05:30,SELL_PE,25907.55,2025-10-23 15:15:00+05:30,25894.55,SL Hit,25894.55,13.0,975.0
2025-10-24 10:20:00+05:30,SELL_PE,25836.75,2025-10-24 10:25:00+05:30,25823.75,SL Hit,25823.75,13.0,975.0
2025-10-24 10:30:00+05:30,SELL_PE,25832.15,2025-10-24 10:30:00+05:30,25819.15,SL Hit,25819.15,13.0,975.0
2025-10-24 12:30:00+05:30,SELL_PE,25836.85,2025-10-24 12:50:00+05:30,25816.75,MACD/EMA Exit,25823.85,20.1,1507.5
2025-10-24 12:55:00+05:30,SELL_PE,25810.7,2025-10-24 14:15:00+05:30,25763.5,MACD/EMA Exit,25797.7,47.2,3540.0
2025-10-24 14:25:00+05:30,BUY_CE,25775.6,2025-10-24 15:25:00+05:30,25797.45,EOD Exit,25788.6,21.85,1638.75
