SignalTime,EntryTime,Slippage_Sec,Side,Mode,Shapeshifted,Strike,EntryPrice,ExitTime,ExitPrice,ExitReason,SL_Value,Initial_SL,TP1_Hit,PnL_Points,PnL_INR
2025-09-29 13:30:00+05:30,2025-09-29 13:30:00+05:30,0,BUY_PE,scout,False,24750,64.1,2025-09-29 13:50:00+05:30,74.1,SL Hit,74.1,45.12,True,10.0,750.0
2025-09-29 15:00:00+05:30,2025-09-29 15:00:00+05:30,0,BUY_PE,rumbling,False,24750,105.45,2025-09-29 15:25:00+05:30,84.6,EOD Exit,79.25,79.25,False,-20.85,-1563.75
2025-09-30 11:25:00+05:30,2025-09-30 11:25:00+05:30,0,BUY_PE,rumbling,False,24700,66.55,2025-09-30 14:35:00+05:30,66.55,SL Hit,66.55,29.09,False,0.0,0.0
2025-10-01 11:25:00+05:30,2025-10-01 11:25:00+05:30,0,BUY_CE,rumbling,False,24600,211.0,2025-10-01 12:25:00+05:30,266.9,Trend Reversal Exit,211.0,183.51,False,55.9,4192.5
2025-10-01 14:05:00+05:30,2025-10-01 14:05:00+05:30,0,BUY_PE,scout,False,24600,32.65,2025-10-01 14:20:00+05:30,29.47,SL Hit,29.47,29.47,False,-3.18,-238.5
2025-10-01 14:25:00+05:30,2025-10-01 14:25:00+05:30,0,BUY_PE,scout,False,24600,29.1,2025-10-01 14:40:00+05:30,25.95,SL Hit,25.95,25.95,False,-3.15,-236.25
2025-10-01 14:45:00+05:30,2025-10-01 14:45:00+05:30,0,BUY_CE,rumbling,False,24600,310.3,2025-10-01 15:25:00+05:30,301.5,EOD Exit,281.77,281.77,False,-8.8,-660.0
2025-10-03 14:10:00+05:30,2025-10-03 14:10:00+05:30,0,BUY_CE,scout,False,24750,126.3,2025-10-03 14:25:00+05:30,135.3,Mean Reversion Target,114.41,114.41,False,9.0,675.0
2025-10-03 14:35:00+05:30,2025-10-03 14:35:00+05:30,0,BUY_PE,scout,False,24750,27.6,2025-10-03 15:25:00+05:30,21.53,SL Hit,21.53,21.53,False,-6.07,-455.25
2025-10-06 12:50:00+05:30,2025-10-06 12:50:00+05:30,0,BUY_PE,scout,False,24900,17.8,2025-10-06 13:25:00+05:30,15.16,SL Hit,15.16,15.16,False,-2.64,-198.0
