SignalTime,EntryTime,Slippage_Sec,Side,Mode,Shapeshifted,Strike,EntryPrice,ExitTime,ExitPrice,ExitReason,SL_Value,Initial_SL,TP1_Hit,PnL_Points,PnL_INR
2025-09-29 13:30:00+05:30,2025-09-29 13:30:00+05:30,0,BUY_PE,scout,False,24750,64.1,2025-09-29 13:45:00+05:30,74.35,SL Hit,74.35,40.38,True,10.25,768.75
2025-09-29 15:00:00+05:30,2025-09-29 15:00:00+05:30,0,BUY_CE,scout,False,24750,26.7,2025-09-29 15:25:00+05:30,29.6,EOD Exit,12.26,12.26,False,2.9,217.5
2025-09-30 14:15:00+05:30,2025-09-30 14:15:00+05:30,0,BUY_CE,scout,False,24700,3.0,2025-09-30 14:40:00+05:30,3.4,Mean Reversion Target,-3.6,-3.6,False,0.4,30.0
2025-10-01 11:30:00+05:30,2025-10-01 11:30:00+05:30,0,BUY_PE,scout,False,24600,45.55,2025-10-01 12:40:00+05:30,44.5,Mean Reversion Target,36.32,36.32,False,-1.05,-78.75
2025-10-01 14:05:00+05:30,2025-10-01 14:05:00+05:30,0,BUY_PE,scout,False,24600,32.65,2025-10-01 14:30:00+05:30,28.68,SL Hit,28.68,28.68,False,-3.97,-297.75
2025-10-01 14:35:00+05:30,2025-10-01 14:35:00+05:30,0,BUY_PE,scout,False,24600,26.95,2025-10-01 15:20:00+05:30,23.31,SL Hit,23.31,23.31,False,-3.64,-273.0
2025-10-03 14:10:00+05:30,2025-10-03 14:10:00+05:30,0,BUY_CE,scout,False,24750,126.3,2025-10-03 14:25:00+05:30,135.3,Mean Reversion Target,111.43,111.43,False,9.0,675.0
2025-10-03 14:35:00+05:30,2025-10-03 14:35:00+05:30,0,BUY_PE,scout,False,24750,27.6,2025-10-03 15:25:00+05:30,20.4,EOD Exit,20.01,20.01,False,-7.2,-540.0
2025-10-06 12:50:00+05:30,2025-10-06 12:50:00+05:30,0,BUY_PE,scout,False,24900,17.8,2025-10-06 13:30:00+05:30,14.49,SL Hit,14.49,14.49,False,-3.31,-248.25
2025-10-06 13:35:00+05:30,2025-10-06 13:35:00+05:30,0,BUY_CE,rumbling,False,24900,219.7,2025-10-06 13:45:00+05:30,196.11,SL Hit,196.11,196.11,False,-23.59,-1769.25
2025-10-07 14:25:00+05:30,2025-10-07 14:25:00+05:30,0,BUY_CE,scout,False,25100,69.05,2025-10-07 14:25:00+05:30,91.5,SL Hit,91.5,40.13,True,22.45,1683.75
2025-10-07 14:30:00+05:30,2025-10-07 14:30:00+05:30,0,BUY_CE,scout,False,25100,58.3,2025-10-07 15:00:00+05:30,28.07,SL Hit,28.07,28.07,False,-30.23,-2267.25
