datetime,open,high,low,close,volume
2025-09-25 09:15:00+05:30,25034.5,25054.75,25003.9,25054.4,14052854
2025-09-25 09:20:00+05:30,25054.4,25085.45,25049.35,25081.2,5306975
2025-09-25 09:25:00+05:30,25082.4,25092.7,25058.7,25058.7,6090356
2025-09-25 09:30:00+05:30,25059.3,25081.3,25048.45,25062.75,4921497
2025-09-25 09:35:00+05:30,25061.2,25074.9,25045.0,25072.05,3753127
2025-09-25 09:40:00+05:30,25071.8,25082.6,25049.95,25054.0,4500089
2025-09-25 09:45:00+05:30,25051.2,25053.45,25032.05,25045.95,4718488
2025-09-25 09:50:00+05:30,25045.7,25055.9,25034.45,25046.8,3754300
2025-09-25 09:55:00+05:30,25046.3,25060.2,25045.05,25054.35,3035945
2025-09-25 10:00:00+05:30,25053.75,25057.8,25036.35,25038.55,3458761
2025-09-25 10:05:00+05:30,25040.45,25044.05,25030.4,25038.85,2394231
2025-09-25 10:10:00+05:30,25038.2,25044.05,25029.5,25031.7,2072763
2025-09-25 10:15:00+05:30,25031.8,25048.95,25030.6,25039.4,2890558
2025-09-25 10:20:00+05:30,25040.2,25048.9,25034.05,25042.3,2512722
2025-09-25 10:25:00+05:30,25042.3,25047.0,25037.25,25043.55,2818820
2025-09-25 10:30:00+05:30,25044.2,25053.8,25036.7,25038.1,3407907
2025-09-25 10:35:00+05:30,25037.85,25037.85,25006.2,25013.55,3983779
2025-09-25 10:40:00+05:30,25014.2,25019.3,25002.35,25008.15,4439968
2025-09-25 10:45:00+05:30,25007.65,25011.5,24999.5,25009.75,3005834
2025-09-25 10:50:00+05:30,25009.95,25018.65,25006.9,25014.25,2999262
2025-09-25 10:55:00+05:30,25013.9,25015.55,25004.4,25007.05,2858928
2025-09-25 11:00:00+05:30,25008.85,25018.7,25004.3,25006.4,2574960
2025-09-25 11:05:00+05:30,25006.75,25018.35,25004.3,25013.2,2944797
2025-09-25 11:10:00+05:30,25013.65,25033.0,25011.6,25026.1,2793322
2025-09-25 11:15:00+05:30,25027.1,25031.45,25023.2,25025.1,2008716
2025-09-25 11:20:00+05:30,25025.9,25044.9,25025.05,25035.25,3163259
2025-09-25 11:25:00+05:30,25036.3,25036.95,25015.65,25031.25,2419542
2025-09-25 11:30:00+05:30,25032.65,25032.7,25018.75,25019.7,2734398
2025-09-25 11:35:00+05:30,25019.35,25021.8,25012.5,25014.15,2273932
2025-09-25 11:40:00+05:30,25013.9,25014.45,24985.1,24989.75,3314124
2025-09-25 11:45:00+05:30,24989.65,24996.95,24984.9,24990.1,2515091
2025-09-25 11:50:00+05:30,24990.4,24992.0,24974.05,24985.5,2891846
2025-09-25 11:55:00+05:30,24985.45,24998.85,24979.15,24981.95,3018150
2025-09-25 12:00:00+05:30,24983.7,24989.3,24976.0,24980.75,3641192
2025-09-25 12:05:00+05:30,24980.95,24983.9,24965.1,24969.7,2860228
2025-09-25 12:10:00+05:30,24969.85,24988.45,24966.95,24981.5,3076252
2025-09-25 12:15:00+05:30,24981.4,24990.45,24976.9,24987.35,4626041
2025-09-25 12:20:00+05:30,24987.2,24999.65,24974.05,24979.1,3489701
2025-09-25 12:25:00+05:30,24979.25,24993.6,24977.65,24983.55,2431303
2025-09-25 12:30:00+05:30,24983.05,24985.3,24973.45,24979.5,3418276
2025-09-25 12:35:00+05:30,24979.6,24987.8,24976.0,24986.7,2589614
2025-09-25 12:40:00+05:30,24986.4,24988.8,24959.55,24962.35,3228477
2025-09-25 12:45:00+05:30,24962.15,24979.0,24961.5,24971.75,4296498
2025-09-25 12:50:00+05:30,24970.7,24981.2,24967.45,24980.05,2148053
2025-09-25 12:55:00+05:30,24980.1,24986.2,24972.7,24983.8,4349748
2025-09-25 13:00:00+05:30,24983.75,24994.9,24978.05,24994.5,2699240
2025-09-25 13:05:00+05:30,24994.9,25010.4,24990.05,25003.05,3707185
2025-09-25 13:10:00+05:30,25003.75,25009.1,24988.75,24989.7,3122871
2025-09-25 13:15:00+05:30,24989.75,24998.85,24973.1,24998.35,4492630
2025-09-25 13:20:00+05:30,24998.8,24999.15,24965.1,24972.8,4323803
2025-09-25 13:25:00+05:30,24972.9,24977.05,24964.95,24976.0,3321103
2025-09-25 13:30:00+05:30,24975.9,24991.75,24973.4,24981.1,4080105
2025-09-25 13:35:00+05:30,24980.85,24986.55,24969.35,24982.45,3328636
2025-09-25 13:40:00+05:30,24982.8,24993.3,24980.15,24992.9,3082452
2025-09-25 13:45:00+05:30,24992.85,25004.05,24991.1,25001.25,3293477
2025-09-25 13:50:00+05:30,25000.75,25003.5,24988.25,24990.55,3359115
2025-09-25 13:55:00+05:30,24991.85,25000.6,24974.15,24980.0,4277759
2025-09-25 14:00:00+05:30,24980.35,24987.45,24967.4,24972.45,3431741
2025-09-25 14:05:00+05:30,24972.2,24980.55,24964.05,24965.4,4032341
2025-09-25 14:10:00+05:30,24965.5,24969.6,24949.05,24966.1,6603354
2025-09-25 14:15:00+05:30,24966.4,24973.05,24958.35,24966.2,4813211
2025-09-25 14:20:00+05:30,24966.15,24971.25,24956.95,24957.15,3957474
2025-09-25 14:25:00+05:30,24957.4,24984.75,24953.55,24957.55,5699642
2025-09-25 14:30:00+05:30,24957.1,24959.7,24947.25,24948.35,3442484
2025-09-25 14:35:00+05:30,24948.0,24965.3,24932.8,24961.6,5296235
2025-09-25 14:40:00+05:30,24961.7,24962.1,24932.7,24944.4,4511266
2025-09-25 14:45:00+05:30,24943.85,24949.75,24932.1,24941.3,4663785
2025-09-25 14:50:00+05:30,24941.5,24943.7,24919.6,24934.7,6526071
2025-09-25 14:55:00+05:30,24934.25,24936.45,24914.05,24922.15,6268316
2025-09-25 15:00:00+05:30,24924.3,24927.7,24884.25,24886.3,13106860
2025-09-25 15:05:00+05:30,24887.35,24889.6,24878.3,24881.45,13851125
2025-09-25 15:10:00+05:30,24881.95,24900.2,24879.3,24883.3,13894389
2025-09-25 15:15:00+05:30,24884.2,24905.35,24883.75,24900.45,15188349
2025-09-25 15:20:00+05:30,24900.45,24902.6,24881.8,24887.55,13932667
2025-09-25 15:25:00+05:30,24889.0,24905.75,24887.9,24904.55,10067264
2025-09-26 09:15:00+05:30,24818.55,24868.6,24809.05,24816.0,21492104
2025-09-26 09:20:00+05:30,24815.15,24819.4,24785.15,24813.35,7343749
2025-09-26 09:25:00+05:30,24813.45,24826.85,24790.65,24791.8,4764472
2025-09-26 09:30:00+05:30,24790.9,24791.6,24768.95,24776.75,4956887
2025-09-26 09:35:00+05:30,24778.2,24784.65,24759.0,24780.15,5016436
2025-09-26 09:40:00+05:30,24779.5,24787.05,24773.2,24781.9,3870383
2025-09-26 09:45:00+05:30,24782.35,24816.45,24776.3,24813.9,4162069
2025-09-26 09:50:00+05:30,24813.85,24817.8,24796.1,24806.2,5216813
2025-09-26 09:55:00+05:30,24806.25,24826.2,24801.45,24817.2,3076441
2025-09-26 10:00:00+05:30,24816.45,24818.95,24795.05,24799.1,2793637
2025-09-26 10:05:00+05:30,24798.3,24799.7,24778.45,24783.25,2622823
2025-09-26 10:10:00+05:30,24783.25,24785.15,24774.75,24780.5,2590772
2025-09-26 10:15:00+05:30,24780.25,24791.95,24771.05,24775.35,3016448
2025-09-26 10:20:00+05:30,24774.2,24789.85,24772.15,24789.1,2793825
2025-09-26 10:25:00+05:30,24789.35,24808.25,24788.75,24794.95,3057387
2025-09-26 10:30:00+05:30,24795.95,24797.25,24784.0,24791.75,2387700
2025-09-26 10:35:00+05:30,24791.35,24797.1,24787.1,24795.55,1878363
2025-09-26 10:40:00+05:30,24795.55,24803.8,24792.6,24800.35,1960062
2025-09-26 10:45:00+05:30,24800.8,24805.25,24789.35,24802.6,6633534
2025-09-26 10:50:00+05:30,24801.4,24805.7,24792.05,24792.4,3164847
2025-09-26 10:55:00+05:30,24792.4,24792.4,24777.95,24781.45,2295512
2025-09-26 11:00:00+05:30,24781.35,24781.45,24767.65,24771.2,2988370
2025-09-26 11:05:00+05:30,24769.1,24785.7,24763.5,24783.9,3444583
2025-09-26 11:10:00+05:30,24783.9,24785.2,24768.1,24768.6,2294210
2025-09-26 11:15:00+05:30,24769.5,24769.5,24754.85,24755.95,2346236
2025-09-26 11:20:00+05:30,24756.5,24766.45,24751.0,24761.15,3371746
2025-09-26 11:25:00+05:30,24760.95,24769.5,24756.1,24763.7,2554323
2025-09-26 11:30:00+05:30,24764.4,24767.45,24747.85,24752.7,2927817
2025-09-26 11:35:00+05:30,24752.65,24758.95,24742.0,24745.15,2912293
2025-09-26 11:40:00+05:30,24745.6,24752.4,24741.9,24751.25,2892439
2025-09-26 11:45:00+05:30,24751.35,24759.75,24737.55,24756.7,3052372
2025-09-26 11:50:00+05:30,24756.25,24774.75,24753.95,24772.85,2926739
2025-09-26 11:55:00+05:30,24772.75,24780.85,24768.6,24771.2,2025626
2025-09-26 12:00:00+05:30,24770.55,24775.15,24754.9,24757.95,4864404
2025-09-26 12:05:00+05:30,24757.55,24766.75,24749.05,24762.7,3298298
2025-09-26 12:10:00+05:30,24762.95,24768.35,24759.3,24764.3,1953404
2025-09-26 12:15:00+05:30,24764.4,24764.9,24754.25,24756.5,2453692
2025-09-26 12:20:00+05:30,24757.25,24778.6,24754.2,24778.3,2150015
2025-09-26 12:25:00+05:30,24778.7,24782.1,24764.8,24765.65,2098956
2025-09-26 12:30:00+05:30,24766.45,24766.45,24753.3,24756.95,2289177
2025-09-26 12:35:00+05:30,24758.2,24770.95,24755.65,24767.1,3480301
2025-09-26 12:40:00+05:30,24767.5,24776.15,24765.8,24774.2,2424362
2025-09-26 12:45:00+05:30,24772.75,24788.35,24770.45,24785.6,2213855
2025-09-26 12:50:00+05:30,24784.75,24791.85,24779.55,24790.55,2609398
2025-09-26 12:55:00+05:30,24789.65,24795.3,24771.45,24774.4,3704474
2025-09-26 13:00:00+05:30,24773.4,24788.0,24772.1,24781.6,3818408
2025-09-26 13:05:00+05:30,24780.95,24786.8,24777.45,24780.35,2613744
2025-09-26 13:10:00+05:30,24780.15,24781.95,24756.9,24758.75,2908469
